CO_UF;NO_UF;CO_MUNICIPIO;NO_MUNICIPIO;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA
33;Rio de Janeiro;3301876;Iguaba Grande;Municipal;Total;221,66;233,32;227,49
33;Rio de Janeiro;3301900;Itaboraí;Municipal;Total;203,78;208,06;205,92
33;Rio de Janeiro;3302007;Itaguaí;Municipal;Total;196,35;202,67;199,51
33;Rio de Janeiro;3302056;Italva;Municipal;Total;234,52;240,63;237,575
33;Rio de Janeiro;3302106;Itaocara;Municipal;Total;225,55;232,54;229,045
33;Rio de Janeiro;3302205;Itaperuna;Municipal;Total;225,87;236,79;231,33
33;Rio de Janeiro;3302254;Itatiaia;Municipal;Total;227,41;231,44;229,425
33;Rio de Janeiro;3302270;Japeri;Municipal;Total;186,61;193,99;190,3
33;Rio de Janeiro;3302304;Laje do Muriaé;Municipal;Total;201,29;210,51;205,9
33;Rio de Janeiro;3302403;Macaé;Municipal;Total;227,72;234,51;231,115
33;Rio de Janeiro;3302452;Macuco;Municipal;Total;217,77;224,85;221,31
33;Rio de Janeiro;3302502;Magé;Municipal;Total;195,3;200,13;197,715
33;Rio de Janeiro;3302601;Mangaratiba;Municipal;Total;207,89;212,24;210,065
33;Rio de Janeiro;3302700;Maricá;Municipal;Total;215,83;224,16;219,995
33;Rio de Janeiro;3302809;Mendes;Municipal;Total;222,02;229,58;225,8
33;Rio de Janeiro;3302858;Mesquita;Municipal;Total;196,12;199,05;197,585
33;Rio de Janeiro;3302908;Miguel Pereira;Municipal;Total;240;249,83;244,915
33;Rio de Janeiro;3303005;Miracema;Municipal;Total;223,35;233,63;228,49
33;Rio de Janeiro;3303104;Natividade;Municipal;Total;194;208,2;201,1
33;Rio de Janeiro;3303203;Nilópolis;Municipal;Total;191,42;193,73;192,575
33;Rio de Janeiro;3303302;Niterói;Municipal;Total;214,16;222,16;218,16
33;Rio de Janeiro;3303401;Nova Friburgo;Municipal;Total;228,73;237,3;233,015
33;Rio de Janeiro;3303500;Nova Iguaçu;Municipal;Total;192,9;199,6;196,25
33;Rio de Janeiro;3303609;Paracambi;Municipal;Total;219,54;225,24;222,39
33;Rio de Janeiro;3303708;Paraíba do Sul;Municipal;Total;212,68;220,13;216,405
33;Rio de Janeiro;3303807;Paraty;Municipal;Total;202,36;214,64;208,5
33;Rio de Janeiro;3303856;Paty do Alferes;Municipal;Total;230,96;242,37;236,665
33;Rio de Janeiro;3303906;Petrópolis;Municipal;Total;217,54;225,73;221,635
33;Rio de Janeiro;3303955;Pinheiral;Municipal;Total;221,92;227,91;224,915
33;Rio de Janeiro;3304003;Piraí;Municipal;Total;211,55;222,06;216,805
33;Rio de Janeiro;3304102;Porciúncula;Municipal;Total;200,3;215,03;207,665
33;Rio de Janeiro;3304110;Porto Real;Municipal;Total;209,35;219,69;214,52
33;Rio de Janeiro;3304128;Quatis;Municipal;Total;216,51;218,93;217,72
33;Rio de Janeiro;3304144;Queimados;Municipal;Total;195,69;206,36;201,025
33;Rio de Janeiro;3304151;Quissamã;Municipal;Total;221,05;230,21;225,63
33;Rio de Janeiro;3304201;Resende;Municipal;Total;218,74;227,16;222,95
33;Rio de Janeiro;3304300;Rio Bonito;Municipal;Total;215,01;221,24;218,125
33;Rio de Janeiro;3304409;Rio Claro;Municipal;Total;219,1;232,53;225,815
33;Rio de Janeiro;3304508;Rio das Flores;Municipal;Total;217,01;225,78;221,395
33;Rio de Janeiro;3304524;Rio das Ostras;Municipal;Total;235,58;240,87;238,225
33;Rio de Janeiro;3304557;Rio de Janeiro;Municipal;Total;213,69;224;218,845
33;Rio de Janeiro;3304607;Santa Maria Madalena;Municipal;Total;203,71;220,49;212,1
33;Rio de Janeiro;3304706;Santo Antônio de Pádua;Municipal;Total;222,03;228,26;225,145
33;Rio de Janeiro;3304755;São Francisco de Itabapoana;Municipal;Total;197,93;210,45;204,19
33;Rio de Janeiro;3304805;São Fidélis;Municipal;Total;209,92;215,37;212,645
33;Rio de Janeiro;3304904;São Gonçalo;Municipal;Total;199,08;201,66;200,37
33;Rio de Janeiro;3305000;São João da Barra;Municipal;Total;216,42;228,13;222,275
33;Rio de Janeiro;3305109;São João de Meriti;Municipal;Total;197,24;201,79;199,515
33;Rio de Janeiro;3305133;São José de Ubá;Municipal;Total;235,41;234,38;234,895
33;Rio de Janeiro;3305208;São Pedro da Aldeia;Municipal;Total;213,83;221,65;217,74
33;Rio de Janeiro;3305307;São Sebastião do Alto;Municipal;Total;218,88;229,63;224,255
33;Rio de Janeiro;3305406;Sapucaia;Municipal;Total;214,86;224,47;219,665
33;Rio de Janeiro;3305505;Saquarema;Municipal;Total;217,37;226,34;221,855
33;Rio de Janeiro;3305554;Seropédica;Municipal;Total;198,64;201,02;199,83
33;Rio de Janeiro;3305604;Silva Jardim;Municipal;Total;202,12;209;205,56
33;Rio de Janeiro;3305703;Sumidouro;Municipal;Total;217,81;233,19;225,5
33;Rio de Janeiro;3305752;Tanguá;Municipal;Total;207,34;214,07;210,705
33;Rio de Janeiro;3305802;Teresópolis;Municipal;Total;;;0
33;Rio de Janeiro;3305901;Trajano de Moraes;Municipal;Total;215,17;228,88;222,025
33;Rio de Janeiro;3306008;Três Rios;Municipal;Total;212,16;218,78;215,47
33;Rio de Janeiro;3306107;Valença;Municipal;Total;211,38;218,79;215,085
33;Rio de Janeiro;3306156;Varre-Sai;Municipal;Total;191,84;203,88;197,86
33;Rio de Janeiro;3306206;Vassouras;Municipal;Total;201,3;207,83;204,565
33;Rio de Janeiro;3306305;Volta Redonda;Municipal;Total;227,99;238,45;233,22
35;São Paulo;3500105;Adamantina;Municipal;Total;228,53;252,77;240,65
35;São Paulo;3500204;Adolfo;Municipal;Total;226,72;249,37;238,045
35;São Paulo;3500303;Aguaí;Municipal;Total;223,96;231,53;227,745
35;São Paulo;3500402;Águas da Prata;Municipal;Total;228,09;245,59;236,84
35;São Paulo;3500501;Águas de Lindóia;Municipal;Total;237,02;256,96;246,99
35;São Paulo;3500550;Águas de Santa Bárbara;Municipal;Total;227,58;252,7;240,14
35;São Paulo;3500600;Águas de São Pedro;Municipal;Total;248,1;259,41;253,755
35;São Paulo;3500709;Agudos;Municipal;Total;225,42;240,47;232,945
35;São Paulo;3500758;Alambari;Municipal;Total;236,99;250,49;243,74
35;São Paulo;3500907;Altair;Municipal;Total;220,67;238,6;229,635
35;São Paulo;3501004;Altinópolis;Municipal;Total;220,63;236,31;228,47
35;São Paulo;3501103;Alto Alegre;Municipal;Total;240,04;274,75;257,395
35;São Paulo;3501152;Alumínio;Municipal;Total;226,54;238,57;232,555
35;São Paulo;3501202;Álvares Florence;Municipal;Total;212,19;228,2;220,195
35;São Paulo;3501301;Álvares Machado;Municipal;Total;225,04;240,48;232,76
35;São Paulo;3501400;Álvaro de Carvalho;Municipal;Total;211,44;223,77;217,605
35;São Paulo;3501509;Alvinlândia;Municipal;Total;233,46;255,2;244,33
35;São Paulo;3501608;Americana;Municipal;Total;233,87;245,48;239,675
35;São Paulo;3501707;Américo Brasiliense;Municipal;Total;236,57;249,88;243,225
35;São Paulo;3501806;Américo de Campos;Municipal;Total;222,59;241,59;232,09
35;São Paulo;3501905;Amparo;Municipal;Total;235,57;256,27;245,92
35;São Paulo;3502002;Analândia;Municipal;Total;248,54;255,23;251,885
35;São Paulo;3502101;Andradina;Municipal;Total;238,25;258,74;248,495
35;São Paulo;3502200;Angatuba;Municipal;Total;240,79;259,08;249,935
35;São Paulo;3502309;Anhembi;Municipal;Total;199,05;216,01;207,53
35;São Paulo;3502408;Anhumas;Municipal;Total;233,05;231,42;232,235
35;São Paulo;3502507;Aparecida;Municipal;Total;239,07;255,43;247,25
35;São Paulo;3502606;Aparecida d'Oeste;Municipal;Total;232,98;248,31;240,645
35;São Paulo;3502705;Apiaí;Municipal;Total;237,24;239,98;238,61
35;São Paulo;3502754;Araçariguama;Municipal;Total;220,88;230,59;225,735
35;São Paulo;3502804;Araçatuba;Municipal;Total;237,55;244,67;241,11
35;São Paulo;3502903;Araçoiaba da Serra;Municipal;Total;220,33;233,02;226,675
35;São Paulo;3503000;Aramina;Municipal;Total;223,16;229,61;226,385
35;São Paulo;3503109;Arandu;Municipal;Total;204,54;225,02;214,78
35;São Paulo;3503158;Arapeí;Municipal;Total;192,47;199,86;196,165
35;São Paulo;3503208;Araraquara;Municipal;Total;217,05;222,35;219,7
35;São Paulo;3503307;Araras;Municipal;Total;227,48;241,49;234,485
35;São Paulo;3503356;Arco-Íris;Municipal;Total;227,83;244,64;236,235
35;São Paulo;3503406;Arealva;Municipal;Total;231,26;240,92;236,09
35;São Paulo;3503505;Areias;Municipal;Total;214,65;221,87;218,26
35;São Paulo;3503604;Areiópolis;Municipal;Total;223,77;242,09;232,93
35;São Paulo;3503703;Ariranha;Municipal;Total;244,69;266,03;255,36
35;São Paulo;3503802;Artur Nogueira;Municipal;Total;231,67;243,65;237,66
35;São Paulo;3503901;Arujá;Municipal;Total;235,83;242,43;239,13
35;São Paulo;3504008;Assis;Municipal;Total;229,24;245,94;237,59
35;São Paulo;3504107;Atibaia;Municipal;Total;245,44;254,04;249,74
35;São Paulo;3504206;Auriflama;Municipal;Total;231,13;240,68;235,905
35;São Paulo;3504305;Avaí;Municipal;Total;218,54;240,72;229,63
35;São Paulo;3504404;Avanhandava;Municipal;Total;227,31;247,01;237,16
35;São Paulo;3504503;Avaré;Municipal;Total;221,69;233,9;227,795
35;São Paulo;3504602;Bady Bassitt;Municipal;Total;245,42;259,94;252,68
35;São Paulo;3504701;Balbinos;Municipal;Total;184,18;197,15;190,665
35;São Paulo;3504800;Bálsamo;Municipal;Total;229,17;253,11;241,14
35;São Paulo;3504909;Bananal;Municipal;Total;201,55;218,32;209,935
35;São Paulo;3505005;Barão de Antonina;Municipal;Total;240,51;261,36;250,935
35;São Paulo;3505104;Barbosa;Municipal;Total;220,88;237,68;229,28
35;São Paulo;3505203;Bariri;Municipal;Total;225,88;242,94;234,41
35;São Paulo;3505302;Barra Bonita;Municipal;Total;231,69;239,51;235,6
35;São Paulo;3505351;Barra do Chapéu;Municipal;Total;214,48;226,04;220,26
35;São Paulo;3505401;Barra do Turvo;Municipal;Total;200,51;214,65;207,58
35;São Paulo;3505500;Barretos;Municipal;Total;239,46;255,43;247,445
35;São Paulo;3505609;Barrinha;Municipal;Total;214,46;221,53;217,995
35;São Paulo;3505708;Barueri;Municipal;Total;230,36;237,47;233,915
35;São Paulo;3505906;Batatais;Municipal;Total;229,32;242,02;235,67
35;São Paulo;3506003;Bauru;Municipal;Total;219,98;226,59;223,285
35;São Paulo;3506102;Bebedouro;Municipal;Total;226,34;241,5;233,92
35;São Paulo;3506201;Bento de Abreu;Municipal;Total;233,93;238,55;236,24
35;São Paulo;3506300;Bernardino de Campos;Municipal;Total;222,05;239,89;230,97
35;São Paulo;3506359;Bertioga;Municipal;Total;217,72;228,2;222,96
35;São Paulo;3506409;Bilac;Municipal;Total;242,28;254,61;248,445
35;São Paulo;3506508;Birigui;Municipal;Total;246,35;262,21;254,28
35;São Paulo;3506607;Biritiba Mirim;Municipal;Total;217,25;230,29;223,77
35;São Paulo;3506706;Boa Esperança do Sul;Municipal;Total;210,22;217,35;213,785
35;São Paulo;3506805;Bocaina;Municipal;Total;221,42;249,22;235,32
35;São Paulo;3506904;Bofete;Municipal;Total;212,39;221,01;216,7
35;São Paulo;3507001;Boituva;Municipal;Total;238,09;254,1;246,095
35;São Paulo;3507100;Bom Jesus dos Perdões;Municipal;Total;232,3;251,27;241,785
35;São Paulo;3507159;Bom Sucesso de Itararé;Municipal;Total;203,68;214,7;209,19
35;São Paulo;3507209;Borá;Municipal;Total;181,01;196,94;188,975
35;São Paulo;3507308;Boracéia;Municipal;Total;229,66;252,58;241,12
35;São Paulo;3507456;Borebi;Municipal;Total;219;231,68;225,34
35;São Paulo;3507506;Botucatu;Municipal;Total;225,84;238,43;232,135
35;São Paulo;3507605;Bragança Paulista;Municipal;Total;231,73;238,29;235,01
35;São Paulo;3507704;Braúna;Municipal;Total;217,67;244,14;230,905
35;São Paulo;3507753;Brejo Alegre;Municipal;Total;246,93;261,73;254,33
35;São Paulo;3507803;Brodowski;Municipal;Total;231,39;243,03;237,21
35;São Paulo;3507902;Brotas;Municipal;Total;219,8;236,1;227,95
35;São Paulo;3508009;Buri;Municipal;Total;220,59;232,96;226,775
35;São Paulo;3508108;Buritama;Municipal;Total;225,96;243,61;234,785
35;São Paulo;3508207;Buritizal;Municipal;Total;234,2;248,36;241,28
35;São Paulo;3508306;Cabrália Paulista;Municipal;Total;228,93;251,04;239,985
35;São Paulo;3508405;Cabreúva;Municipal;Total;232,31;242,21;237,26
35;São Paulo;3508504;Caçapava;Municipal;Total;222,36;233,71;228,035
35;São Paulo;3508603;Cachoeira Paulista;Municipal;Total;214,92;230,83;222,875
35;São Paulo;3508702;Caconde;Municipal;Total;228,78;241,64;235,21
35;São Paulo;3508801;Cafelândia;Municipal;Total;218,36;232,25;225,305
35;São Paulo;3508900;Caiabu;Municipal;Total;228,51;232,34;230,425
35;São Paulo;3509007;Caieiras;Municipal;Total;232,46;228,24;230,35
35;São Paulo;3509106;Caiuá;Municipal;Total;218,13;240,84;229,485
35;São Paulo;3509205;Cajamar;Municipal;Total;213,76;221,96;217,86
35;São Paulo;3509254;Cajati;Municipal;Total;220,31;232,08;226,195
35;São Paulo;3509304;Cajobi;Municipal;Total;235,54;250,49;243,015
35;São Paulo;3509403;Cajuru;Municipal;Total;220,26;235,06;227,66
35;São Paulo;3509452;Campina do Monte Alegre;Municipal;Total;211,96;228,44;220,2
35;São Paulo;3509502;Campinas;Municipal;Total;222,22;231,15;226,685
35;São Paulo;3509601;Campo Limpo Paulista;Municipal;Total;226,54;237,35;231,945
35;São Paulo;3509700;Campos do Jordão;Municipal;Total;239,84;247,56;243,7
35;São Paulo;3509809;Campos Novos Paulista;Municipal;Total;237,71;254,68;246,195
35;São Paulo;3509908;Cananéia;Municipal;Total;224,65;235,96;230,305
35;São Paulo;3509957;Canas;Municipal;Total;213,12;227,29;220,205
35;São Paulo;3510005;Cândido Mota;Municipal;Total;222,63;236,02;229,325
35;São Paulo;3510104;Cândido Rodrigues;Municipal;Total;236,98;253,13;245,055
35;São Paulo;3510153;Canitar;Municipal;Total;216,33;233,6;224,965
35;São Paulo;3510203;Capão Bonito;Municipal;Total;231,28;244,31;237,795
35;São Paulo;3510302;Capela do Alto;Municipal;Total;217,3;232,06;224,68
35;São Paulo;3510401;Capivari;Municipal;Total;235,5;242,59;239,045
35;São Paulo;3510500;Caraguatatuba;Municipal;Total;226;234,59;230,295
35;São Paulo;3510609;Carapicuíba;Municipal;Total;210;214,29;212,145
35;São Paulo;3510708;Cardoso;Municipal;Total;239,58;256,22;247,9
35;São Paulo;3510807;Casa Branca;Municipal;Total;217,19;232,8;224,995
35;São Paulo;3510906;Cássia dos Coqueiros;Municipal;Total;211,84;231,75;221,795
35;São Paulo;3511003;Castilho;Municipal;Total;228;246,95;237,475
35;São Paulo;3511102;Catanduva;Municipal;Total;238,2;246,69;242,445
35;São Paulo;3511201;Catiguá;Municipal;Total;224,06;238,12;231,09
35;São Paulo;3511300;Cedral;Municipal;Total;243,26;250,97;247,115
35;São Paulo;3511409;Cerqueira César;Municipal;Total;224,59;233,41;229
35;São Paulo;3511508;Cerquilho;Municipal;Total;252,52;264,35;258,435
35;São Paulo;3511607;Cesário Lange;Municipal;Total;228,14;237,51;232,825
35;São Paulo;3511706;Charqueada;Municipal;Total;231,14;242,73;236,935
35;São Paulo;3511904;Clementina;Municipal;Total;238,77;248,43;243,6
35;São Paulo;3512001;Colina;Municipal;Total;222,68;234,06;228,37
35;São Paulo;3512100;Colômbia;Municipal;Total;241,83;259,18;250,505
35;São Paulo;3512209;Conchal;Municipal;Total;221,56;240,77;231,165
35;São Paulo;3512308;Conchas;Municipal;Total;212,58;223,57;218,075
35;São Paulo;3512407;Cordeirópolis;Municipal;Total;233,99;247,11;240,55
35;São Paulo;3512506;Coroados;Municipal;Total;248,05;260,79;254,42
35;São Paulo;3512605;Coronel Macedo;Municipal;Total;221,4;237,75;229,575
35;São Paulo;3512704;Corumbataí;Municipal;Total;232,44;247,08;239,76
35;São Paulo;3512803;Cosmópolis;Municipal;Total;239,38;253,13;246,255
35;São Paulo;3512902;Cosmorama;Municipal;Total;248,02;259,66;253,84
35;São Paulo;3513009;Cotia;Municipal;Total;215,39;222,89;219,14
35;São Paulo;3513108;Cravinhos;Municipal;Total;221,14;229,73;225,435
35;São Paulo;3513207;Cristais Paulista;Municipal;Total;214,85;233,03;223,94
35;São Paulo;3513405;Cruzeiro;Municipal;Total;220,27;232,15;226,21
35;São Paulo;3513504;Cubatão;Municipal;Total;224,46;233,46;228,96
35;São Paulo;3513603;Cunha;Municipal;Total;226,4;239,2;232,8
35;São Paulo;3513702;Descalvado;Municipal;Total;233,17;243,11;238,14
35;São Paulo;3513801;Diadema;Municipal;Total;226,46;235,34;230,9
35;São Paulo;3513900;Divinolândia;Municipal;Total;227;236,64;231,82
35;São Paulo;3514106;Dois Córregos;Municipal;Total;219,24;231,08;225,16
35;São Paulo;3514205;Dolcinópolis;Municipal;Total;236,06;246,18;241,12
35;São Paulo;3514304;Dourado;Municipal;Total;213,24;220,5;216,87
35;São Paulo;3514403;Dracena;Municipal;Total;235,27;252,1;243,685
35;São Paulo;3514502;Duartina;Municipal;Total;228,24;244,09;236,165
35;São Paulo;3514601;Dumont;Municipal;Total;233;259,9;246,45
35;São Paulo;3514700;Echaporã;Municipal;Total;229,9;255,64;242,77
35;São Paulo;3514809;Eldorado;Municipal;Total;214,13;231,19;222,66
35;São Paulo;3514908;Elias Fausto;Municipal;Total;239,94;254,68;247,31
35;São Paulo;3514924;Elisiário;Municipal;Total;234,65;257,69;246,17
35;São Paulo;3514957;Embaúba;Municipal;Total;251,58;271,47;261,525
35;São Paulo;3515004;Embu das Artes;Municipal;Total;218,4;221,89;220,145
35;São Paulo;3515103;Embu-Guaçu;Municipal;Total;212,9;224,56;218,73
35;São Paulo;3515129;Emilianópolis;Municipal;Total;224,03;237,66;230,845
35;São Paulo;3515152;Engenheiro Coelho;Municipal;Total;219,45;234,2;226,825
35;São Paulo;3515186;Espírito Santo do Pinhal;Municipal;Total;222,91;232,12;227,515
35;São Paulo;3515194;Espírito Santo do Turvo;Municipal;Total;217,05;235,1;226,075
35;São Paulo;3515202;Estrela d'Oeste;Municipal;Total;244,6;259,34;251,97
35;São Paulo;3515301;Estrela do Norte;Municipal;Total;232,67;243;237,835
35;São Paulo;3515350;Euclides da Cunha Paulista;Municipal;Total;220,72;231,12;225,92
35;São Paulo;3515400;Fartura;Municipal;Total;243,33;268,96;256,145
35;São Paulo;3515509;Fernandópolis;Municipal;Total;228,82;245,25;237,035
35;São Paulo;3515608;Fernando Prestes;Municipal;Total;217,8;230,39;224,095
35;São Paulo;3515657;Fernão;Municipal;Total;230;245,44;237,72
35;São Paulo;3515707;Ferraz de Vasconcelos;Municipal;Total;220,28;223,74;222,01
35;São Paulo;3515806;Flora Rica;Municipal;Total;204,55;223,11;213,83
35;São Paulo;3515905;Floreal;Municipal;Total;254,66;282,07;268,365
35;São Paulo;3516002;Flórida Paulista;Municipal;Total;218,2;232,07;225,135
35;São Paulo;3516200;Franca;Municipal;Total;239,6;256,72;248,16
35;São Paulo;3516309;Francisco Morato;Municipal;Total;208,8;219,02;213,91
35;São Paulo;3516408;Franco da Rocha;Municipal;Total;208,3;212,9;210,6
35;São Paulo;3516507;Gabriel Monteiro;Municipal;Total;243,5;272,45;257,975
35;São Paulo;3516606;Gália;Municipal;Total;211,58;232,88;222,23
35;São Paulo;3516705;Garça;Municipal;Total;221,53;231,64;226,585
35;São Paulo;3516853;Gavião Peixoto;Municipal;Total;215,24;226,65;220,945
35;São Paulo;3516903;General Salgado;Municipal;Total;225,68;241,47;233,575
35;São Paulo;3517000;Getulina;Municipal;Total;221,92;235,75;228,835
35;São Paulo;3517109;Glicério;Municipal;Total;235,67;254,28;244,975
35;São Paulo;3517208;Guaiçara;Municipal;Total;220,7;237,2;228,95
35;São Paulo;3517307;Guaimbê;Municipal;Total;218,5;224,96;221,73
35;São Paulo;3517406;Guaíra;Municipal;Total;223,87;238,11;230,99
35;São Paulo;3517505;Guapiaçu;Municipal;Total;228,13;241,56;234,845
35;São Paulo;3517604;Guapiara;Municipal;Total;210,79;214,5;212,645
35;São Paulo;3517703;Guará;Municipal;Total;220,91;239,19;230,05
35;São Paulo;3517802;Guaraçaí;Municipal;Total;226,59;248,06;237,325
35;São Paulo;3517901;Guaraci;Municipal;Total;217,87;228,19;223,03
35;São Paulo;3518008;Guarani d'Oeste;Municipal;Total;239,03;260,26;249,645
35;São Paulo;3518206;Guararapes;Municipal;Total;234,9;253,44;244,17
35;São Paulo;3518305;Guararema;Municipal;Total;227,73;242;234,865
35;São Paulo;3518404;Guaratinguetá;Municipal;Total;230,1;237,86;233,98
35;São Paulo;3518503;Guareí;Municipal;Total;233,33;244,91;239,12
35;São Paulo;3518602;Guariba;Municipal;Total;220,47;232,84;226,655
35;São Paulo;3518701;Guarujá;Municipal;Total;220,32;227,91;224,115
35;São Paulo;3518800;Guarulhos;Municipal;Total;219,1;225,63;222,365
35;São Paulo;3518859;Guatapará;Municipal;Total;201,32;215,94;208,63
35;São Paulo;3518909;Guzolândia;Municipal;Total;241,77;273,04;257,405
35;São Paulo;3519055;Holambra;Municipal;Total;239,09;254,68;246,885
35;São Paulo;3519071;Hortolândia;Municipal;Total;236,89;247,58;242,235
35;São Paulo;3519105;Iacanga;Municipal;Total;237;248,05;242,525
35;São Paulo;3519253;Iaras;Municipal;Total;221,43;240,71;231,07
35;São Paulo;3519303;Ibaté;Municipal;Total;234,12;249,48;241,8
35;São Paulo;3519402;Ibirá;Municipal;Total;243,34;266,82;255,08
35;São Paulo;3519501;Ibirarema;Municipal;Total;222,78;239,79;231,285
35;São Paulo;3519600;Ibitinga;Municipal;Total;221,72;235,42;228,57
35;São Paulo;3519709;Ibiúna;Municipal;Total;213,16;225,9;219,53
35;São Paulo;3519808;Icém;Municipal;Total;210,74;225,55;218,145
35;São Paulo;3519907;Iepê;Municipal;Total;214,2;228,86;221,53
35;São Paulo;3520004;Igaraçu do Tietê;Municipal;Total;215,3;224,3;219,8
35;São Paulo;3520103;Igarapava;Municipal;Total;216,27;220,75;218,51
35;São Paulo;3520202;Igaratá;Municipal;Total;232,2;239,7;235,95
35;São Paulo;3520301;Iguape;Municipal;Total;212,02;223,87;217,945
35;São Paulo;3520400;Ilhabela;Municipal;Total;223,96;240,04;232
35;São Paulo;3520426;Ilha Comprida;Municipal;Total;227,48;244,79;236,135
35;São Paulo;3520442;Ilha Solteira;Municipal;Total;231,72;243,18;237,45
35;São Paulo;3520509;Indaiatuba;Municipal;Total;252,51;265,51;259,01
35;São Paulo;3520608;Indiana;Municipal;Total;223,94;245,31;234,625
35;São Paulo;3520707;Indiaporã;Municipal;Total;245,72;262,2;253,96
35;São Paulo;3520806;Inúbia Paulista;Municipal;Total;231,11;253,41;242,26
35;São Paulo;3520905;Ipaussu;Municipal;Total;232,03;250,81;241,42
35;São Paulo;3521002;Iperó;Municipal;Total;212;221,01;216,505
35;São Paulo;3521101;Ipeúna;Municipal;Total;206,88;226,2;216,54
35;São Paulo;3521150;Ipiguá;Municipal;Total;229,84;236,03;232,935
35;São Paulo;3521200;Iporanga;Municipal;Total;223,48;231,51;227,495
35;São Paulo;3521309;Ipuã;Municipal;Total;221,96;237,65;229,805
35;São Paulo;3521408;Iracemápolis;Municipal;Total;236,84;248;242,42
35;São Paulo;3521507;Irapuã;Municipal;Total;216,08;231,22;223,65
35;São Paulo;3521606;Irapuru;Municipal;Total;250,31;274,42;262,365
35;São Paulo;3521804;Itaí;Municipal;Total;215,65;238,87;227,26
35;São Paulo;3521903;Itajobi;Municipal;Total;244,62;269,93;257,275
35;São Paulo;3522000;Itaju;Municipal;Total;219,83;245,82;232,825
35;São Paulo;3522109;Itanhaém;Municipal;Total;227,42;242,35;234,885
35;São Paulo;3522208;Itapecerica da Serra;Municipal;Total;225,47;231,91;228,69
35;São Paulo;3522307;Itapetininga;Municipal;Total;225,27;238,17;231,72
35;São Paulo;3522406;Itapeva;Municipal;Total;229,5;242,75;236,125
35;São Paulo;3522505;Itapevi;Municipal;Total;210,71;217,94;214,325
35;São Paulo;3522604;Itapira;Municipal;Total;235,63;252,29;243,96
35;São Paulo;3522653;Itapirapuã Paulista;Municipal;Total;190,99;212,12;201,555
35;São Paulo;3522703;Itápolis;Municipal;Total;270,32;268,57;269,445
35;São Paulo;3522802;Itaporanga;Municipal;Total;207,97;227,07;217,52
35;São Paulo;3522901;Itapuí;Municipal;Total;229,25;240,06;234,655
35;São Paulo;3523008;Itapura;Municipal;Total;219,81;244,78;232,295
35;São Paulo;3523107;Itaquaquecetuba;Municipal;Total;211,85;218,52;215,185
35;São Paulo;3523206;Itararé;Municipal;Total;228,28;244,91;236,595
35;São Paulo;3523305;Itariri;Municipal;Total;233,56;245,14;239,35
35;São Paulo;3523404;Itatiba;Municipal;Total;242,95;261,61;252,28
35;São Paulo;3523503;Itatinga;Municipal;Total;227,1;242,56;234,83
35;São Paulo;3523602;Itirapina;Municipal;Total;230,43;251,26;240,845
35;São Paulo;3523701;Itirapuã;Municipal;Total;229,08;247,66;238,37
35;São Paulo;3523909;Itu;Municipal;Total;221,19;229,93;225,56
35;São Paulo;3524006;Itupeva;Municipal;Total;231,4;241,4;236,4
35;São Paulo;3524105;Ituverava;Municipal;Total;203,61;212,44;208,025
35;São Paulo;3524204;Jaborandi;Municipal;Total;230,91;237,23;234,07
35;São Paulo;3524303;Jaboticabal;Municipal;Total;222,13;233,81;227,97
35;São Paulo;3524402;Jacareí;Municipal;Total;223,33;236,02;229,675
35;São Paulo;3524501;Jaci;Municipal;Total;225,17;234,22;229,695
35;São Paulo;3524600;Jacupiranga;Municipal;Total;227,98;241,37;234,675
35;São Paulo;3524709;Jaguariúna;Municipal;Total;249,86;261,96;255,91
35;São Paulo;3524808;Jales;Municipal;Total;256,92;277,68;267,3
35;São Paulo;3524907;Jambeiro;Municipal;Total;219,79;234,25;227,02
35;São Paulo;3525003;Jandira;Municipal;Total;215,68;220,02;217,85
35;São Paulo;3525102;Jardinópolis;Municipal;Total;212,19;231,93;222,06
35;São Paulo;3525201;Jarinu;Municipal;Total;217,49;224,57;221,03
35;São Paulo;3525300;Jaú;Municipal;Total;233,58;240,87;237,225
35;São Paulo;3525409;Jeriquara;Municipal;Total;231,29;249,84;240,565
35;São Paulo;3525508;Joanópolis;Municipal;Total;241,92;254,89;248,405
35;São Paulo;3525607;João Ramalho;Municipal;Total;230,67;245,02;237,845
35;São Paulo;3525706;José Bonifácio;Municipal;Total;224,28;234,23;229,255
35;São Paulo;3525805;Júlio Mesquita;Municipal;Total;202,14;222,5;212,32
35;São Paulo;3525854;Jumirim;Municipal;Total;238,21;259,21;248,71
35;São Paulo;3525904;Jundiaí;Municipal;Total;238,41;251,05;244,73
35;São Paulo;3526001;Junqueirópolis;Municipal;Total;244,92;276,58;260,75
35;São Paulo;3526100;Juquiá;Municipal;Total;214,72;234,25;224,485
35;São Paulo;3526209;Juquitiba;Municipal;Total;244,23;253,59;248,91
35;São Paulo;3526308;Lagoinha;Municipal;Total;231,14;244,01;237,575
35;São Paulo;3526407;Laranjal Paulista;Municipal;Total;215,22;229,64;222,43
35;São Paulo;3526506;Lavínia;Municipal;Total;241,34;252,63;246,985
35;São Paulo;3526605;Lavrinhas;Municipal;Total;210,31;219,03;214,67
35;São Paulo;3526704;Leme;Municipal;Total;236,04;254,96;245,5
