CODIGO MUNICIPIO IBGE;NOME ENTE;NOTA-GERAL;FAIXA GERAL; I-EDUC;FAIXA;I-SAUDE;FAIXA; I-PLANEJAMENTO;FAIXA; I-FISCAL;FAIXA; I-AMBIENTE;FAIXA; I-CIDADE;FAIXA;I-GOV-TI;FAIXA
5213756;Montividiu;51.35;C+;43.0;C;80.0;B+;26.73;C;50.0;C+;62.0;B;10.0;C;94.0;A
5213772;Montividiu do Norte;50.72;C+;49.0;C;95.0;A;25.0;C;50.08;C+;40.0;C;0.0;C;58.0;C+
2106904;Monção;34.86;C;35.0;C;70.0;B;2.12;C;35.18;C;34.0;C;57.0;C+;3.0;C
2308708;MORADA NOVA;51.48;C+;53.0;C+;54.0;C+;31.15;C;56.5;C+;64.0;B;75.0;B+;48.0;C
2308807;MORAÚJO;42.74;C;43.0;C;73.0;B;2.5;C;63.46;B;31.0;C;30.0;C;35.0;C
2614303;Moreilândia;36.67;C;47.0;C;37.0;C;32.12;C;53.96;C+;6.0;C;10.0;C;31.0;C
4116109;MOREIRA SALES;63.62;B;75.0;B+;66.0;B;50.0;C+;72.33;B;53.0;C+;60.0;B;53.0;C+
2609402;Moreno;59.51;C+;47.0;C;82.0;B+;51.92;C+;50.36;C+;51.0;C+;100.0;A;63.0;B
4312427;MORMAÇO;61.74;B;71.0;B;90.0;A;35.19;C;86.5;B+;28.0;C;0.0;C;48.0;C
2921609;MORPARÁ                                                     ;46.71;C;42.0;C;55.0;C+;29.81;C;59.5;C+;48.0;C;45.0;C;48.0;C
4116208;MORRETES;51.78;C+;41.0;C;63.0;B;25.0;C;65.39;B;45.0;C;97.0;A;71.0;B
5213806;Morrinhos;68.81;B;77.0;B+;83.0;B+;32.31;C;64.5;B;85.0;B+;100.0;A;79.0;B+
2308906;MORRINHOS;59.45;C+;49.0;C;79.0;B+;33.27;C;90.0;A;46.0;C;40.0;C;52.0;C+
5213855;Morro Agudo de Goiás;61.7;B;77.0;B+;92.0;A;30.58;C;71.44;B;56.0;C+;10.0;C;28.0;C
2206654;MORRO CABECA NO TEMPO;47.0;C;48.0;C;66.0;B;25.38;C;57.13;C+;32.0;C;53.0;C+;37.0;C
4211207;Morro da Fumaça;67.14;B;84.0;B+;82.0;B+;32.12;C;63.31;B;91.0;A;43.0;C;72.0;B
2206670;MORRO DO CHAPEU DO PIAUI;51.23;C+;69.0;B;71.0;B;31.15;C;60.0;B;9.0;C;50.0;C+;32.0;C
2921708;MORRO DO CHAPÉU                                             ;57.49;C+;65.0;B;72.0;B;27.88;C;76.56;B+;56.0;C+;30.0;C;42.0;C
4211256;Morro Grande;69.14;B;70.0;B;73.0;B;50.0;C+;72.18;B;76.0;B+;92.0;A;78.0;B+
4312450;MORRO REDONDO;67.86;B;66.0;B;88.0;B+;35.0;C;82.78;B+;68.0;B;68.0;B;66.0;B
4312476;MORRO REUTER;62.2;B;56.0;C+;79.0;B+;40.77;C;87.25;B+;75.0;B+;0.0;C;42.0;C
2107100;Morros;39.59;C;53.0;C+;28.0;C;25.0;C;53.71;C+;42.0;C;40.0;C;29.0;C
2921807;MORTUGABA                                                   ;51.98;C+;70.0;B;77.0;B+;35.77;C;45.36;C;18.0;C;40.0;C;51.0;C+
2408003;Mossoró;52.19;C+;51.0;C+;64.0;B;0.0;C;67.71;B;75.0;B+;88.0;B+;75.0;B+
5213905;Mossâmedes;55.59;C+;68.0;B;55.0;C+;37.12;C;51.83;C+;93.0;A;30.0;C;48.0;C
4312500;MOSTARDAS;65.18;B;63.0;B;79.0;B+;28.65;C;88.75;B+;65.0;B;77.0;B+;59.0;C+
5214002;Mozarlândia;56.24;C+;49.0;C;93.0;A;13.08;C;73.37;B;53.0;C+;35.0;C;70.0;B
1400308;Mucajaí;51.95;C+;49.0;C;70.0;B;36.92;C;52.35;C+;72.0;B;30.0;C;32.0;C
2309003;MUCAMBO;53.3;C+;62.0;B;68.0;B;31.15;C;59.61;C+;67.0;B;0.0;C;49.0;C
2921906;MUCUGÊ                                                      ;46.27;C;46.0;C;70.0;B;7.12;C;50.0;C+;52.0;C+;65.0;B;64.0;B
2922003;MUCURI                                                      ;60.98;B;55.0;C+;100.0;A;25.96;C;66.17;B;42.0;C;85.0;B+;62.0;B
3203601;Mucurici;57.72;C+;61.0;B;63.0;B;38.08;C;80.0;B+;40.0;C;80.0;B+;26.0;C
4312617;MUITOS CAPÕES;65.39;B;80.0;B+;87.0;B+;32.12;C;75.83;B+;69.0;B;30.0;C;40.0;C
4312625;MULITERNO;60.08;B;59.0;C+;79.0;B+;34.42;C;88.5;B+;49.0;C;15.0;C;45.0;C
2309102;MULUNGU;53.79;C+;47.0;C;79.0;B+;26.54;C;72.92;B;41.0;C;50.0;C+;42.0;C
2509800;Mulungu;46.49;C;39.0;C;86.0;B+;25.19;C;64.75;B;24.0;C;0.0;C;22.0;C
2922052;MULUNGU DO MORRO                                            ;57.2;C+;49.0;C;70.0;B;43.27;C;58.72;C+;49.0;C;97.0;A;65.0;B
5214051;Mundo Novo;60.73;B;68.0;B;93.0;A;25.0;C;80.63;B+;45.0;C;0.0;C;58.0;C+
5005681;MUNDO NOVO;49.06;C;57.0;C+;47.0;C;25.0;C;70.07;B;58.0;C+;18.0;C;51.0;C+
2922102;MUNDO NOVO                                                  ;49.82;C;52.0;C+;68.0;B;25.0;C;71.34;B;25.0;C;35.0;C;46.0;C
4116307;MUNHOZ DE MELO;67.84;B;69.0;B;77.0;B+;45.38;C;74.56;B;76.0;B+;97.0;A;44.0;C
2922201;MUNIZ FERREIRA                                              ;46.08;C;58.0;C+;69.0;B;30.19;C;61.7;B;9.0;C;0.0;C;28.0;C
3203700;Muniz Freire;43.89;C;42.0;C;37.0;C;25.19;C;63.0;B;61.0;B;50.0;C+;37.0;C
3203809;Muqui;52.58;C+;59.0;C+;40.0;C;41.54;C;64.85;B;67.0;B;58.0;C+;38.0;C
2922250;MUQUÉM DO SÃO FRANCISCO                                     ;50.39;C+;50.0;C+;72.0;B;26.92;C;70.79;B;34.0;C;30.0;C;31.0;C
2804300;Muribeca;51.24;C+;59.0;C+;74.0;B;25.0;C;79.2;B+;18.0;C;0.0;C;40.0;C
2705507;Murici;65.98;B;73.0;B;95.0;A;34.62;C;60.05;B;55.0;C+;87.0;B+;72.0;B
2206696;MURICI DOS PORTELAS;51.75;C+;46.0;C;51.0;C+;25.0;C;79.75;B+;76.0;B+;40.0;C;36.0;C
1713957;Muricilândia;52.67;C+;48.0;C;84.0;B+;25.0;C;58.86;C+;58.0;C+;20.0;C;54.0;C+
2922300;MURITIBA                                                    ;55.48;C+;75.0;B+;77.0;B+;32.69;C;69.71;B;28.0;C;0.0;C;36.0;C
5214101;Mutunópolis;46.24;C;47.0;C;61.0;B;50.0;C+;58.18;C+;7.0;C;0.0;C;46.0;C
2922409;MUTUÍPE                                                     ;49.69;C;62.0;B;82.0;B+;25.0;C;65.68;B;5.0;C;0.0;C;45.0;C
4312609;MUÇUM;55.35;C+;45.0;C;79.0;B+;25.0;C;80.0;B+;59.0;C+;45.0;C;28.0;C
1200336;Mâncio Lima;42.79;C;34.0;C;59.0;C+;31.35;C;57.33;C+;19.0;C;55.0;C+;36.0;C
2508703;Mãe d`Água;49.5;C;50.0;C+;82.0;B+;25.0;C;52.5;C+;34.0;C;50.0;C+;34.0;C
1504059;Mãe do Rio;52.98;C+;46.0;C;81.0;B+;0.38;C;80.0;B+;84.0;B+;30.0;C;32.0;C
2408102;Natal;53.55;C+;58.0;C+;56.0;C+;25.0;C;53.01;C+;69.0;B;85.0;B+;80.0;B+
3303104;Natividade;52.7;C+;61.0;B;74.0;B;0.0;C;50.0;C+;85.0;B+;87.0;B+;57.0;C+
1714203;Natividade;51.95;C+;55.0;C+;82.0;B+;25.0;C;73.75;B;6.0;C;30.0;C;54.0;C+
2509909;Natuba;42.39;C;48.0;C;46.0;C;26.54;C;59.43;C+;22.0;C;30.0;C;54.0;C+
4211306;Navegantes;62.22;B;78.0;B+;82.0;B+;27.31;C;58.8;C+;59.0;C+;87.0;B+;55.0;C+
5005707;NAVIRAÍ;55.09;C+;74.0;B;71.0;B;28.46;C;40.0;C;67.0;B;50.0;C+;64.0;B
2206704;NAZARE DO PIAUI;50.45;C+;55.0;C+;81.0;B+;34.23;C;49.28;C;33.0;C;20.0;C;45.0;C
2510006;Nazarezinho;41.24;C;55.0;C+;61.0;B;30.96;C;40.0;C;19.0;C;0.0;C;39.0;C
2206720;NAZARIA;51.65;C+;62.0;B;75.0;B+;25.0;C;60.0;B;32.0;C;50.0;C+;31.0;C
1714302;Nazaré;57.41;C+;58.0;C+;89.0;B+;50.0;C+;45.05;C;68.0;B;0.0;C;44.0;C
2922508;NAZARÉ                                                      ;50.38;C+;62.0;B;75.0;B+;25.0;C;65.39;B;25.0;C;0.0;C;48.0;C
2609501;Nazaré da Mata;44.78;C;50.0;C+;84.0;B+;0.0;C;46.89;C;34.0;C;47.0;C;57.0;C+
5214408;Nazário;50.93;C+;51.0;C+;73.0;B;29.42;C;80.0;B+;14.0;C;0.0;C;57.0;C+
5214507;Nerópolis;60.66;B;45.0;C;95.0;A;50.0;C+;71.07;B;33.0;C;50.0;C+;53.0;C+
2804409;Neópolis;53.7;C+;58.0;C+;80.0;B+;30.77;C;58.0;C+;58.0;C+;0.0;C;51.0;C+
4312674;NICOLAU VERGUEIRO;54.6;C+;56.0;C+;70.0;B;30.0;C;80.0;B+;14.0;C;83.0;B+;37.0;C
2922607;NILO PEÇANHA                                                ;50.79;C+;43.0;C;81.0;B+;32.69;C;62.0;B;26.0;C;50.0;C+;39.0;C
3303203;Nilopolis;54.96;C+;59.0;C+;78.0;B+;25.0;C;56.04;C+;46.0;C;75.0;B+;60.0;B
2107209;Nina Rodrigues;55.09;C+;77.0;B+;83.0;B+;27.12;C;49.59;C;48.0;C;33.0;C;26.0;C
5005806;NIOAQUE;53.63;C+;52.0;C+;65.0;B;26.73;C;73.67;B;39.0;C;83.0;B+;42.0;C
3303302;Niteroi;67.88;B;61.0;B;86.0;B+;40.38;C;70.5;B;84.0;B+;90.0;A;68.0;B
5105903;NOBRES;51.59;C+;67.0;B;75.0;B+;25.0;C;63.21;B;21.0;C;0.0;C;69.0;B
4312708;NONOAI;67.36;B;60.0;B;95.0;A;30.19;C;74.86;B;81.0;B+;67.0;B;78.0;B+
2922656;NORDESTINA                                                  ;45.18;C;54.0;C+;71.0;B;29.42;C;56.75;C+;9.0;C;10.0;C;31.0;C
1400407;Normandia;56.78;C+;70.0;B;78.0;B+;28.27;C;56.39;C+;59.0;C+;55.0;C+;32.0;C
5106000;NORTELÂNDIA;60.6;B;73.0;B;78.0;B+;25.0;C;70.0;B;52.0;C+;52.0;C+;72.0;B
2804458;Nossa Senhora Aparecida;48.09;C;48.0;C;58.0;C+;26.15;C;64.8;B;58.0;C+;10.0;C;48.0;C
2804508;Nossa Senhora da Glória;58.1;C+;50.0;C+;70.0;B;25.0;C;78.5;B+;72.0;B;65.0;B;59.0;C+
2804607;Nossa Senhora das Dores;47.94;C;56.0;C+;52.0;C+;27.69;C;50.0;C+;58.0;C+;62.0;B;38.0;C
4116406;NOSSA SENHORA DAS GRACAS;43.92;C;44.0;C;70.0;B;3.46;C;61.16;B;36.0;C;50.0;C+;42.0;C
2804706;Nossa Senhora de Lourdes;52.76;C+;60.0;B;61.0;B;32.31;C;81.98;B+;18.0;C;50.0;C+;28.0;C
2206753;NOSSA SENHORA DE NAZARE;39.11;C;71.0;B;72.0;B;2.69;C;44.37;C;2.0;C;0.0;C;18.0;C
5106109;NOSSA SENHORA DO LIVRAMENTO;48.57;C;47.0;C;70.0;B;29.04;C;56.32;C+;45.0;C;15.0;C;57.0;C+
2804805;Nossa Senhora do Socorro;58.77;C+;63.0;B;64.0;B;27.12;C;80.0;B+;55.0;C+;65.0;B;64.0;B
2206803;NOSSA SENHORA DOS REMEDIOS;50.66;C+;66.0;B;73.0;B;27.31;C;62.0;B;21.0;C;0.0;C;58.0;C+
4116505;NOVA ALIANCA DO IVAI;58.37;C+;66.0;B;95.0;A;28.08;C;71.5;B;47.0;C;0.0;C;31.0;C
4312757;NOVA ALVORADA;65.85;B;64.0;B;94.0;A;50.0;C+;90.0;A;32.0;C;30.0;C;31.0;C
5006002;NOVA ALVORADA DO SUL;61.87;B;48.0;C;92.0;A;27.12;C;79.75;B+;78.0;B+;30.0;C;64.0;B
5214705;Nova América;55.93;C+;65.0;B;91.0;A;33.85;C;54.56;C+;33.0;C;10.0;C;65.0;B
5006200;NOVA ANDRADINA;66.48;B;83.0;B+;93.0;A;28.65;C;68.25;B;55.0;C+;50.0;C+;78.0;B+
4312807;NOVA ARAÇÁ;71.83;B;68.0;B;95.0;A;47.88;C;86.0;B+;84.0;B+;30.0;C;51.0;C+
4116703;NOVA AURORA;64.55;B;77.0;B+;59.0;C+;34.23;C;85.5;B+;49.0;C;100.0;A;70.0;B
5214804;Nova Aurora;47.78;C;49.0;C;76.0;B+;28.27;C;61.86;B;26.0;C;0.0;C;43.0;C
5106158;NOVA BANDEIRANTES;53.28;C+;41.0;C;80.0;B+;32.88;C;80.0;B+;26.0;C;20.0;C;58.0;C+
4312906;NOVA BASSANO;73.1;B;67.0;B;95.0;A;37.5;C;86.0;B+;82.0;B+;90.0;A;66.0;B
4312955;NOVA BOA VISTA;68.01;B;69.0;B;84.0;B+;39.81;C;81.25;B+;74.0;B;90.0;A;26.0;C
1100148;Nova Brasilândia do Oeste;42.05;C;55.0;C+;48.0;C;6.54;C;68.46;B;33.0;C;5.0;C;58.0;C+
4313003;NOVA BRÉSCIA;73.48;B;48.0;C;90.0;A;76.92;B+;89.5;B+;59.0;C+;83.0;B+;51.0;C+
2922706;NOVA CANAÃ                                                  ;49.26;C;77.0;B+;58.0;C+;25.58;C;56.74;C+;29.0;C;10.0;C;48.0;C
4313011;NOVA CANDELÁRIA;70.09;B;57.0;C+;88.0;B+;49.04;C;85.67;B+;75.0;B+;70.0;B;63.0;B
4116802;NOVA CANTU;56.7;C+;69.0;B;62.0;B;17.5;C;84.75;B+;39.0;C;63.0;B;60.0;B
2107258;Nova Colinas;38.8;C;30.0;C;63.0;B;25.0;C;60.0;B;27.0;C;0.0;C;10.0;C
5214838;Nova Crixás;55.45;C+;57.0;C+;83.0;B+;50.0;C+;53.27;C+;42.0;C;10.0;C;42.0;C
2408300;Nova Cruz;53.2;C+;52.0;C+;57.0;C+;25.0;C;67.75;B;56.0;C+;82.0;B+;63.0;B
4211405;Nova Erechim;65.81;B;56.0;C+;98.0;A;50.0;C+;59.53;C+;61.0;B;73.0;B;67.0;B
4116901;NOVA ESPERANCA;56.69;C+;73.0;B;65.0;B;3.46;C;78.25;B+;55.0;C+;87.0;B+;58.0;C+
1504950;Nova Esperança do Piriá;43.44;C;20.0;C;77.0;B+;25.0;C;63.21;B;36.0;C;30.0;C;26.0;C
4313037;NOVA ESPERANÇA DO SUL;66.95;B;78.0;B+;89.0;B+;25.0;C;81.23;B+;45.0;C;93.0;A;63.0;B
4117008;NOVA FATIMA;54.47;C+;67.0;B;81.0;B+;0.0;C;56.6;C+;76.0;B+;83.0;B+;36.0;C
2510105;Nova Floresta;51.1;C+;63.0;B;84.0;B+;27.5;C;45.25;C;51.0;C+;10.0;C;31.0;C
3303401;Nova Friburgo;52.62;C+;53.0;C+;63.0;B;25.0;C;64.86;B;41.0;C;97.0;A;50.0;C+
2922730;NOVA FÁTIMA                                                 ;44.77;C;46.0;C;67.0;B;35.58;C;54.0;C+;14.0;C;20.0;C;37.0;C
5214861;Nova Glória;58.49;C+;70.0;B;87.0;B+;41.15;C;64.57;B;41.0;C;0.0;C;37.0;C
5108808;NOVA GUARITA;61.86;B;73.0;B;91.0;A;32.31;C;80.0;B+;34.0;C;0.0;C;64.0;B
4313060;NOVA HARTZ;60.31;B;55.0;C+;73.0;B;49.62;C;82.44;B+;36.0;C;43.0;C;51.0;C+
2922755;NOVA IBIÁ                                                   ;49.77;C;71.0;B;82.0;B+;25.19;C;54.14;C+;13.0;C;0.0;C;40.0;C
3303500;Nova Iguacu;55.27;C+;69.0;B;74.0;B;26.15;C;41.44;C;48.0;C;100.0;A;67.0;B
5214879;Nova Iguaçu de Goiás;55.46;C+;68.0;B;74.0;B;31.63;C;63.17;B;38.0;C;10.0;C;76.0;B+
2107308;Nova Iorque;34.54;C;58.0;C+;33.0;C;26.54;C;46.15;C;14.0;C;0.0;C;8.0;C
1504976;Nova Ipixuna	;54.79;C+;52.0;C+;75.0;B+;26.15;C;71.54;B;51.0;C+;35.0;C;60.0;B
4211454;Nova Itaberaba;70.7;B;76.0;B+;95.0;A;31.73;C;76.75;B+;94.0;A;53.0;C+;55.0;C+
2922805;NOVA ITARANA                                                ;53.75;C+;65.0;B;75.0;B+;10.0;C;75.0;B+;27.0;C;75.0;B+;46.0;C
4117057;NOVA LARANJEIRAS;54.89;C+;75.0;B+;68.0;B;0.0;C;84.18;B+;34.0;C;83.0;B+;38.0;C
4117107;NOVA LONDRINA;60.37;B;77.0;B+;67.0;B;31.54;C;68.07;B;61.0;B;45.0;C;66.0;B
1100338;Nova Mamoré;53.24;C+;62.0;B;59.0;C+;33.08;C;67.89;B;62.0;B;5.0;C;48.0;C
5108857;NOVA MARILANDIA;52.74;C+;51.0;C+;68.0;B;32.69;C;80.0;B+;14.0;C;52.0;C+;48.0;C
5108956;NOVA MONTE VERDE;53.16;C+;57.0;C+;77.0;B+;43.08;C;62.48;B;25.0;C;0.0;C;55.0;C+
5106224;NOVA MUTUM;65.22;B;60.0;B;75.0;B+;37.12;C;90.0;A;51.0;C+;83.0;B+;71.0;B
4117206;NOVA OLIMPIA;59.45;C+;51.0;C+;77.0;B+;30.0;C;78.75;B+;55.0;C+;73.0;B;59.0;C+
2309201;NOVA OLINDA;62.22;B;65.0;B;71.0;B;35.19;C;82.18;B+;66.0;B;65.0;B;34.0;C
1714880;Nova Olinda;58.5;C+;53.0;C+;89.0;B+;42.69;C;74.83;B;32.0;C;5.0;C;63.0;B
2510204;Nova Olinda;50.38;C+;51.0;C+;78.0;B+;33.85;C;54.07;C+;34.0;C;40.0;C;32.0;C
2107357;Nova Olinda do Maranhão;31.05;C;23.0;C;59.0;C+;25.0;C;20.0;C;21.0;C;3.0;C;68.0;B
1303106;NOVA OLINDA DO NORTE;54.3;C+;60.0;B;67.0;B;0.0;C;75.0;B+;68.0;B;92.0;A;50.0;C+
4313102;NOVA PALMA;70.0;B;78.0;B+;86.0;B+;50.0;C+;88.75;B+;36.0;C;53.0;C+;64.0;B
2510303;Nova Palmeira;49.8;C;53.0;C+;94.0;A;25.0;C;51.75;C+;24.0;C;20.0;C;33.0;C
4313201;NOVA PETRÓPOLIS;69.75;B;65.0;B;94.0;A;44.23;C;89.5;B+;53.0;C+;63.0;B;55.0;C+
4313300;NOVA PRATA;60.62;B;60.0;B;72.0;B;34.42;C;83.42;B+;59.0;C+;30.0;C;65.0;B
4117255;NOVA PRATA DO IGUACU;52.76;C+;41.0;C;90.0;A;16.73;C;72.58;B;7.0;C;87.0;B+;73.0;B
4313086;NOVA PÁDUA;54.62;C+;45.0;C;49.0;C;50.0;C+;86.83;B+;53.0;C+;15.0;C;48.0;C
4313334;NOVA RAMADA;63.95;B;62.0;B;68.0;B;50.0;C+;89.5;B+;67.0;B;30.0;C;37.0;C
2922854;NOVA REDENÇÃO                                               ;49.9;C;51.0;C+;67.0;B;34.23;C;70.0;B;21.0;C;30.0;C;37.0;C
5214903;Nova Roma;43.15;C;66.0;B;54.0;C+;0.0;C;60.0;B;25.0;C;20.0;C;73.0;B
4313359;NOVA ROMA DO SUL;66.73;B;85.0;B+;74.0;B;37.5;C;84.42;B+;60.0;B;60.0;B;31.0;C
1715002;Nova Rosalândia;55.25;C+;50.0;C+;92.0;A;30.0;C;69.0;B;26.0;C;47.0;C;42.0;C
2309300;NOVA RUSSAS;62.79;B;65.0;B;81.0;B+;30.96;C;70.0;B;73.0;B;65.0;B;57.0;C+
4117214;NOVA SANTA BARBARA;54.23;C+;44.0;C;86.0;B+;31.15;C;66.0;B;27.0;C;30.0;C;92.0;A
5106190;NOVA SANTA HELENA;55.08;C+;46.0;C;61.0;B;43.65;C;80.0;B+;58.0;C+;0.0;C;63.0;B
4313375;NOVA SANTA RITA;62.51;B;58.0;C+;70.0;B;34.81;C;83.75;B+;48.0;C;90.0;A;78.0;B+
2207959;NOVA SANTA RITA;47.45;C;45.0;C;86.0;B+;34.04;C;57.21;C+;7.0;C;30.0;C;16.0;C
4117222;NOVA SANTA ROSA;68.77;B;47.0;C;89.0;B+;59.62;C+;76.0;B+;74.0;B;83.0;B+;58.0;C+
2922904;NOVA SOURE                                                  ;49.52;C;56.0;C+;78.0;B+;25.0;C;57.58;C+;14.0;C;30.0;C;66.0;B
4117271;NOVA TEBAS;63.21;B;54.0;C+;97.0;A;29.81;C;68.97;B;72.0;B;65.0;B;56.0;C+
1505007;Nova Timboteua;44.78;C;38.0;C;60.0;B;29.42;C;70.0;B;31.0;C;0.0;C;44.0;C
4211504;Nova Trento;66.37;B;79.0;B+;80.0;B+;31.35;C;75.0;B+;47.0;C;100.0;A;72.0;B
5106240;NOVA UBIRATÃ;66.61;B;73.0;B;94.0;A;34.04;C;92.5;A;46.0;C;8.0;C;58.0;C+
1101435;Nova União;53.65;C+;42.0;C;94.0;A;37.31;C;64.45;B;39.0;C;0.0;C;44.0;C
4211603;Nova Veneza;57.48;C+;64.0;B;88.0;B+;25.58;C;65.08;B;62.0;B;25.0;C;30.0;C
5215009;Nova Veneza;56.61;C+;76.0;B+;65.0;B;29.81;C;76.75;B+;49.0;C;0.0;C;44.0;C
3203908;Nova Venécia;67.07;B;67.0;B;79.0;B+;33.08;C;88.25;B+;58.0;C+;90.0;A;66.0;B
2923001;NOVA VIÇOSA                                                 ;55.4;C+;62.0;B;78.0;B+;25.0;C;56.0;C+;33.0;C;92.0;A;66.0;B
5106257;NOVA XAVANTINA;59.22;C+;71.0;B;76.0;B+;43.08;C;74.75;B;39.0;C;5.0;C;42.0;C
1715101;Novo Acordo;49.54;C;49.0;C;92.0;A;26.92;C;59.54;C+;28.0;C;0.0;C;25.0;C
1303205;NOVO AIRÃO;57.85;C+;53.0;C+;54.0;C+;50.0;C+;70.74;B;71.0;B;70.0;B;34.0;C
1715150;Novo Alegre;60.95;B;46.0;C;81.0;B+;50.0;C+;80.0;B+;40.0;C;75.0;B+;36.0;C
4313490;NOVO BARREIRO;63.05;B;60.0;B;61.0;B;50.0;C+;97.25;A;33.0;C;80.0;B+;42.0;C
5215207;Novo Brasil;50.05;C+;54.0;C+;73.0;B;30.77;C;75.75;B+;9.0;C;0.0;C;49.0;C
4313391;NOVO CABRAIS;65.18;B;50.0;C+;82.0;B+;39.42;C;90.0;A;80.0;B+;52.0;C+;46.0;C
5215231;Novo Gama;48.35;C;62.0;B;62.0;B;8.27;C;70.0;B;22.0;C;60.0;B;54.0;C+
4313409;NOVO HAMBURGO;66.49;B;74.0;B;71.0;B;41.35;C;67.6;B;79.0;B+;90.0;A;66.0;B
4211652;Novo Horizonte;67.26;B;71.0;B;94.0;A;35.96;C;86.83;B+;51.0;C+;53.0;C+;39.0;C
2923035;NOVO HORIZONTE                                              ;53.7;C+;72.0;B;78.0;B+;25.0;C;56.0;C+;51.0;C+;15.0;C;33.0;C
5106273;NOVO HORIZONTE DO NORTE;59.44;C+;57.0;C+;81.0;B+;46.35;C;59.6;C+;33.0;C;85.0;B+;62.0;B
1100502;Novo Horizonte do Oeste;43.65;C;52.0;C+;69.0;B;29.23;C;44.25;C;21.0;C;0.0;C;53.0;C+
5006259;NOVO HORIZONTE DO SUL;59.72;C+;57.0;C+;64.0;B;33.85;C;80.0;B+;66.0;B;70.0;B;53.0;C+
1715259;Novo Jardim;54.2;C+;49.0;C;84.0;B+;31.92;C;79.33;B+;27.0;C;10.0;C;43.0;C
2705606;Novo Lino;50.29;C+;60.0;B;75.0;B+;25.0;C;77.43;B+;13.0;C;0.0;C;30.0;C
4313425;NOVO MACHADO;61.57;B;56.0;C+;66.0;B;40.19;C;86.17;B+;44.0;C;97.0;A;53.0;C+
5106265;NOVO MUNDO;54.02;C+;57.0;C+;77.0;B+;21.11;C;89.5;B+;22.0;C;0.0;C;58.0;C+
2309409;NOVO ORIENTE;60.68;B;66.0;B;75.0;B+;37.12;C;62.78;B;62.0;B;78.0;B+;48.0;C
2206902;NOVO ORIENTE DO PIAUI;47.04;C;32.0;C;77.0;B+;33.08;C;72.39;B;25.0;C;0.0;C;33.0;C
5215256;Novo Planalto;52.09;C+;69.0;B;81.0;B+;25.96;C;70.0;B;9.0;C;0.0;C;40.0;C
1505031;Novo Progresso;15.5;C;32.0;C;5.0;C;0.0;C;10.0;C;2.0;C;30.0;C;88.0;B+
1505064;Novo Repartimento;49.01;C;48.0;C;65.0;B;26.35;C;68.71;B;49.0;C;8.0;C;42.0;C
2206951;NOVO SANTO ANTONIO;51.16;C+;40.0;C;90.0;A;38.08;C;63.21;B;14.0;C;50.0;C+;20.0;C
5106281;NOVO SÃO JOAQUIM;49.92;C;39.0;C;53.0;C+;27.12;C;80.0;B+;44.0;C;57.0;C+;57.0;C+
4313441;NOVO TIRADENTES;64.73;B;67.0;B;92.0;A;41.15;C;84.5;B+;46.0;C;30.0;C;34.0;C
2923050;NOVO TRIUNFO                                                ;43.82;C;44.0;C;75.0;B+;27.12;C;60.0;B;9.0;C;0.0;C;34.0;C
4313466;NOVO XINGU;57.47;C+;73.0;B;70.0;B;33.85;C;80.0;B+;27.0;C;35.0;C;33.0;C
4312658;NÃO-ME-TOQUE;72.09;B;65.0;B;86.0;B+;45.96;C;87.25;B+;69.0;B;90.0;A;77.0;B+
2408201;Nísia Floresta;42.79;C;36.0;C;62.0;B;29.42;C;60.54;B;31.0;C;5.0;C;37.0;C
2309458;OCARA;49.93;C;44.0;C;76.0;B+;26.15;C;59.25;C+;42.0;C;45.0;C;48.0;C
2207009;OEIRAS;70.07;B;61.0;B;73.0;B;64.62;B;80.0;B+;91.0;A;60.0;B;45.0;C
1505205;Oeiras do Pará;41.55;C;34.0;C;48.0;C;25.0;C;78.5;B+;36.0;C;0.0;C;17.0;C
1600501;Oiapoque;45.65;C;41.0;C;55.0;C+;25.0;C;60.0;B;44.0;C;55.0;C+;46.0;C
2207108;OLHO D AGUA DO PIAUI;47.23;C;57.0;C+;61.0;B;29.42;C;70.0;B;12.0;C;20.0;C;31.0;C
2705705;Olho d'agua das Flores;63.76;B;70.0;B;94.0;A;50.0;C+;52.57;C+;52.0;C+;53.0;C+;52.0;C+
2705804;Olho d'agua do Casado;38.43;C;34.0;C;54.0;C+;26.92;C;48.71;C;32.0;C;20.0;C;30.0;C
2705903;Olho d'agua Grande;55.71;C+;63.0;B;87.0;B+;37.5;C;48.79;C;74.0;B;0.0;C;21.0;C
2107407;Olho d'Água das Cunhãs;35.54;C;53.0;C+;68.0;B;4.23;C;31.74;C;21.0;C;20.0;C;21.0;C
2510402;Olho d`Água;46.32;C;66.0;B;63.0;B;25.58;C;59.28;C+;21.0;C;0.0;C;29.0;C
2408409;Olho D’Água do Borges;52.8;C+;55.0;C+;66.0;B;34.23;C;60.0;B;54.0;C+;45.0;C;42.0;C
2107456;Olinda Nova do Maranhão;44.15;C;45.0;C;56.0;C+;16.73;C;50.0;C+;69.0;B;45.0;C;29.0;C
2923100;OLINDINA                                                    ;53.5;C+;67.0;B;80.0;B+;25.0;C;66.0;B;38.0;C;0.0;C;42.0;C
2510501;Olivedos;48.4;C;56.0;C+;82.0;B+;25.0;C;48.26;C;35.0;C;30.0;C;23.0;C
